date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:22	17780/17780	---M-Z	200	added ('OK')	text/css	etag:%224574-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/font-awesome.min.css?ver=4.0.3	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/font-awesome.minfa0c.css	(from https://www.tateconsulting.eu/)
12:02:22	20759/20759	---M-Z	200	added ('OK')	text/css	etag:%225117-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/plugins.css?ver=1.0.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/plugins8a54.css	(from https://www.tateconsulting.eu/)
12:02:23	9820/9820	---M-Z	200	added ('OK')	text/css	etag:%22265c-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/basic.css?ver=1.0.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/basic8a54.css	(from https://www.tateconsulting.eu/)
12:02:23	37501/37501	---M-Z	200	added ('OK')	text/css	etag:%22927d-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/theme-style.css?ver=1.0.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/theme-style8a54.css	(from https://www.tateconsulting.eu/)
12:02:24	6415/6415	---M-Z	200	added ('OK')	text/css	etag:%22190f-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/grid.css?ver=1.0.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/grid8a54.css	(from https://www.tateconsulting.eu/)
12:02:24	65900/65900	---M-Z	200	added ('OK')	text/css	etag:%221016c-4fa6367cc6f40-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/css/elements.css?ver=1.0.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/css/elements8a54.css	(from https://www.tateconsulting.eu/)
12:02:25	458941/458941	---M-Z	200	added ('OK')	text/css	etag:%22700bd-5444014655ae5-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.0.1	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/js_composer/assets/css/js_composer.min972f.css	(from https://www.tateconsulting.eu/)
12:02:26	95957/95957	---M-Z	200	added ('OK')	application/javascript	etag:W/%22553fb36a-176d5%22	https://code.jquery.com/jquery-1.11.3.min.js?ver=a8fb6e3ee4422e24a3ea8b17a78ac40b	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/code.jquery.com/jquery-1.11.3.mine1a8.js	(from https://www.tateconsulting.eu/)
12:02:27	26202/26202	---M-Z	200	added ('OK')	application/javascript	etag:%22665a-57be4f26a6be0-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/rotatingtweets/js/jquery.cycle.all.min.js?ver=a8fb6e3ee4422e24a3ea8b17a78ac40b	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/rotatingtweets/js/jquery.cycle.all.mine1a8.js	(from https://www.tateconsulting.eu/)
12:02:27	13768/13768	---M-Z	200	added ('OK')	application/javascript	etag:%2235c8-57be4f26a85eb-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/rotatingtweets/js/rotating_tweet.js?ver=1.9.8	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/rotatingtweets/js/rotating_tweet609c.js	(from https://www.tateconsulting.eu/)
12:02:28	85185/85185	---M-Z	200	added ('OK')	application/javascript	etag:%2214cc1-4fa6367dbb180-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.min.js?rev=4.3.8&ver=a8fb6e3ee4422e24a3ea8b17a78ac40b	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.minf23f.js	(from https://www.tateconsulting.eu/)
12:02:29	101288/101288	---M-Z	200	added ('OK')	application/javascript	etag:%2218ba8-4fa6367dbb180-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min.js?rev=4.3.8&ver=a8fb6e3ee4422e24a3ea8b17a78ac40b	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.minf23f.js	(from https://www.tateconsulting.eu/)
12:02:30	866/866	---M-Z	200	added ('OK')	text/xml	date:Mon,%2018%20Nov%202019%2009:02:32%20GMT	https://www.tateconsulting.eu/xmlrpc.php?rsd	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/xmlrpc0db0.php	(from https://www.tateconsulting.eu/)
12:02:31	56438/56438	---MC-	200	added ('OK')	application/json	date:Mon,%2018%20Nov%202019%2009:02:32%20GMT	https://www.tateconsulting.eu/wp-json/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-json/index.html	(from https://www.tateconsulting.eu/)
12:02:31	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4fa6367fa3600-gzip%22	https://www.tateconsulting.eu/wp-includes/wlwmanifest.xml	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-includes/wlwmanifest.xml	(from https://www.tateconsulting.eu/)
12:02:32	2119/2119	---M--	200	added ('OK')	application/json	date:Mon,%2018%20Nov%202019%2009:02:33%20GMT	https://www.tateconsulting.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.tateconsulting.eu%2F	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-json/oembed/1.0/embed4485.json	(from https://www.tateconsulting.eu/)
12:02:34	2204/2204	---M-Z	200	added ('OK')	text/xml	date:Mon,%2018%20Nov%202019%2009:02:35%20GMT	https://www.tateconsulting.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.tateconsulting.eu%2F&format=xml	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-json/oembed/1.0/embed8f8d	(from https://www.tateconsulting.eu/)
12:02:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Nov%202019%2009:02:36%20GMT	http://www.tateconsulting.eu/?wordfence_lh=1&hid=8D5E6875147A8480F3FEA1515E137662	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/indexa678.html	(from https://www.tateconsulting.eu/)
12:02:35	4578/4578	---M--	200	added ('OK')	image/png	etag:%2211e2-5105fec8aa500%22	https://www.tateconsulting.eu/wp-content/uploads/2015/03/TATE-Consulting-logo.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2015/03/TATE-Consulting-logo.png	(from https://www.tateconsulting.eu/)
12:02:35	2404/2404	---M--	200	added ('OK')	image/svg+xml	etag:%22964-4fa6367cc6f40%22	https://www.tateconsulting.eu/wp-content/themes/reload/images/graphics/contact-button.svg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/images/graphics/contact-button.svg	(from https://www.tateconsulting.eu/)
12:02:36	1938/1938	---M--	200	added ('OK')	image/svg+xml	etag:%22792-4fa6367cc6f40%22	https://www.tateconsulting.eu/wp-content/themes/reload/images/graphics/search-button.svg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/images/graphics/search-button.svg	(from https://www.tateconsulting.eu/)
12:02:36	1709/1709	---M--	200	added ('OK')	image/svg+xml	etag:%226ad-4fa6367cc6f40%22	https://www.tateconsulting.eu/wp-content/themes/reload/images/graphics/menu-button.svg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/images/graphics/menu-button.svg	(from https://www.tateconsulting.eu/)
12:02:39	46136/46136	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:40%20GMT	https://www.tateconsulting.eu/aboutus/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/index.html	(from https://www.tateconsulting.eu/)
12:02:40	43772/43772	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:41%20GMT	https://www.tateconsulting.eu/aboutus/the-directors/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/the-directors/index.html	(from https://www.tateconsulting.eu/)
12:02:41	40934/40934	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:42%20GMT	https://www.tateconsulting.eu/aboutus/the-directors/shane-tate-2/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/the-directors/shane-tate-2/index.html	(from https://www.tateconsulting.eu/)
12:02:43	40046/40046	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:43%20GMT	https://www.tateconsulting.eu/claire-tate/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/claire-tate/index.html	(from https://www.tateconsulting.eu/)
12:02:44	547786/547786	---M--	200	added ('OK')	image/jpeg	etag:%2285bca-548b9e794f929%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/Retail-Leisure.jpg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/Retail-Leisure.jpg	(from https://www.tateconsulting.eu/)
12:02:44	547425/547425	---M--	200	added ('OK')	image/jpeg	etag:%2285a61-548b9eb422e91%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/Logistics-Industrial-1.jpg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/Logistics-Industrial-1.jpg	(from https://www.tateconsulting.eu/)
12:02:44	40336/40336	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:46%20GMT	https://www.tateconsulting.eu/aboutus/the-directors/ray-cavanagh/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/the-directors/ray-cavanagh/index.html	(from https://www.tateconsulting.eu/)
12:02:46	40217/40217	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:47%20GMT	https://www.tateconsulting.eu/aboutus/the-directors/jim-lee/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/the-directors/jim-lee/index.html	(from https://www.tateconsulting.eu/)
12:02:46	1668777/1668777	---M--	200	added ('OK')	application/pdf	etag:%221976a9-55e302346ba46%22	https://www.tateconsulting.eu/wp-content/uploads/2017/11/TateBrochureLandscape2017LR.pdf	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2017/11/TateBrochureLandscape2017LR.pdf	(from https://www.tateconsulting.eu/)
12:02:46	326521/326521	---M--	200	added ('OK')	image/jpeg	etag:%224fb79-548b9f1678f29%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/Commercial.jpg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/Commercial.jpg	(from https://www.tateconsulting.eu/)
12:02:47	40878/40878	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:48%20GMT	https://www.tateconsulting.eu/aboutus/the-directors/grahame-kelly/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/aboutus/the-directors/grahame-kelly/index.html	(from https://www.tateconsulting.eu/)
12:02:49	42501/42501	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:49%20GMT	https://www.tateconsulting.eu/our-services/building-services/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/building-services/index.html	(from https://www.tateconsulting.eu/)
12:02:49	43910/43910	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:49%20GMT	https://www.tateconsulting.eu/our-services/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/index.html	(from https://www.tateconsulting.eu/)
12:02:49	43035/43035	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:49%20GMT	https://www.tateconsulting.eu/our-services/fire-engineering/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/fire-engineering/index.html	(from https://www.tateconsulting.eu/)
12:02:50	335099/335099	---M--	200	added ('OK')	image/jpeg	etag:%2251cfb-548b9f858f213%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/Retail-Leisure-Sustainability.jpg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/Retail-Leisure-Sustainability.jpg	(from https://www.tateconsulting.eu/)
12:02:51	42018/42018	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:52%20GMT	https://www.tateconsulting.eu/our-services/energy-sustainability/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/energy-sustainability/index.html	(from https://www.tateconsulting.eu/)
12:02:51	42071/42071	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:52%20GMT	https://www.tateconsulting.eu/our-services/utility-infrastructure-master-planning/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/utility-infrastructure-master-planning/index.html	(from https://www.tateconsulting.eu/)
12:02:52	41821/41821	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:52%20GMT	https://www.tateconsulting.eu/our-services/no-win-no-fee/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-services/no-win-no-fee/index.html	(from https://www.tateconsulting.eu/)
12:02:52	256126/256126	---M--	200	added ('OK')	image/png	etag:%223e87e-594dc2854ce12%22	https://www.tateconsulting.eu/wp-content/uploads/2019/10/Grahame-Kelly-Spotlight-570x320.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2019/10/Grahame-Kelly-Spotlight-570x320.png	(from https://www.tateconsulting.eu/)
12:02:54	43019/43019	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:55%20GMT	https://www.tateconsulting.eu/our-markets/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-markets/index.html	(from https://www.tateconsulting.eu/)
12:02:54	41748/41748	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:55%20GMT	https://www.tateconsulting.eu/our-markets/residential-mixed-use/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-markets/residential-mixed-use/index.html	(from https://www.tateconsulting.eu/)
12:02:54	42140/42140	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:55%20GMT	https://www.tateconsulting.eu/our-markets/logistics-industrial/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-markets/logistics-industrial/index.html	(from https://www.tateconsulting.eu/)
12:02:55	259982/259982	---M--	200	added ('OK')	image/png	etag:%223f78e-59379d8099eca%22	https://www.tateconsulting.eu/wp-content/uploads/2019/09/Screenshot-2019-09-26-at-20.32.36-570x320.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2019/09/Screenshot-2019-09-26-at-20.32.36-570x320.png	(from https://www.tateconsulting.eu/)
12:02:56	28332/28332	---M--	200	added ('OK')	image/jpeg	etag:%226eac-5926f6846cca0%22	https://www.tateconsulting.eu/wp-content/uploads/2019/09/Grahame-and-Jim-Tate-Consulting-1-570x320.jpg	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2019/09/Grahame-and-Jim-Tate-Consulting-1-570x320.jpg	(from https://www.tateconsulting.eu/)
12:02:56	41147/41147	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:57%20GMT	https://www.tateconsulting.eu/education/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/education/index.html	(from https://www.tateconsulting.eu/)
12:02:56	41467/41467	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:57%20GMT	https://www.tateconsulting.eu/our-markets/commercial/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-markets/commercial/index.html	(from https://www.tateconsulting.eu/)
12:02:57	41215/41215	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:57%20GMT	https://www.tateconsulting.eu/our-markets/retail-leisure/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-markets/retail-leisure/index.html	(from https://www.tateconsulting.eu/)
12:02:58	5218/5218	---M--	200	added ('OK')	image/png	etag:%221462-4fa6367eaf3c0%22	https://www.tateconsulting.eu/wp-content/uploads/2014/05/Adobe.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/05/Adobe.png	(from https://www.tateconsulting.eu/)
12:02:59	47827/47827	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:02:59%20GMT	https://www.tateconsulting.eu/our-news/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/our-news/index.html	(from https://www.tateconsulting.eu/)
12:03:00	39384/39384	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:00%20GMT	https://www.tateconsulting.eu/contact-page/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/contact-page/index.html	(from https://www.tateconsulting.eu/)
12:03:00	52231/52231	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:00%20GMT	https://www.tateconsulting.eu/spotlight-grahame-kelly-new-director-of-tate-consulting-manchester/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/spotlight-grahame-kelly-new-director-of-tate-consulting-manchester/index.html	(from https://www.tateconsulting.eu/)
12:03:01	85516/85516	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:00%20GMT	https://www.tateconsulting.eu/category/uncategorized/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/category/uncategorized/index.html	(from https://www.tateconsulting.eu/)
12:03:01	9834/9834	---M--	200	added ('OK')	image/png	etag:%22266a-4fa6367fa3600%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/MS.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/MS.23.delayed	(from https://www.tateconsulting.eu/)
12:03:02	43040/43040	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:03%20GMT	https://www.tateconsulting.eu/parliamentary-review/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/parliamentary-review/index.html	(from https://www.tateconsulting.eu/)
12:03:03	44481/44481	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:04%20GMT	https://www.tateconsulting.eu/strictly-dancing-at-the-parliamentary-review/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/strictly-dancing-at-the-parliamentary-review/index.html	(from https://www.tateconsulting.eu/)
12:03:03	47483/47483	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:04%20GMT	https://www.tateconsulting.eu/page/2/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/page/2/index.html	(from https://www.tateconsulting.eu/)
12:03:04	9326/9326	---M--	200	added ('OK')	image/png	etag:%22246e-4fa6367eaf3c0%22	https://www.tateconsulting.eu/wp-content/uploads/2014/05/Asda.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/05/Asda.24.delayed	(from https://www.tateconsulting.eu/)
12:03:04	44853/44853	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:06%20GMT	https://www.tateconsulting.eu/page/16/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/page/16/index.html	(from https://www.tateconsulting.eu/)
12:03:05	47323/47323	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Nov%202019%2009:03:06%20GMT	https://www.tateconsulting.eu/page/3/	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/page/3/index.html	(from https://www.tateconsulting.eu/)
12:03:05	5189/5189	---M--	200	added ('OK')	image/png	etag:%221445-4fa6367fa3600%22	https://www.tateconsulting.eu/wp-content/uploads/2014/03/NewYorkStockExchange.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/03/NewYorkStockExchange.png	(from https://www.tateconsulting.eu/)
12:03:05	13386/13386	---M--	200	added ('OK')	image/png	etag:%22344a-4fa6367eaf3c0%22	https://www.tateconsulting.eu/wp-content/uploads/2014/05/Frankiebennys.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/05/Frankiebennys.png	(from https://www.tateconsulting.eu/)
12:03:05	6191/6191	---M--	200	added ('OK')	image/png	etag:%22182f-4fa6367eaf3c0%22	https://www.tateconsulting.eu/wp-content/uploads/2014/05/GVA.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/05/GVA.png	(from https://www.tateconsulting.eu/)
12:03:05	12949/12949	---M--	200	added ('OK')	image/png	etag:%223295-4fa6367eaf3c0%22	https://www.tateconsulting.eu/wp-content/uploads/2014/05/BM-stores.png	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2014/05/BM-stores.png	(from https://www.tateconsulting.eu/)
12:03:06	70155/70155	---M--	200	added ('OK')	application/pdf	etag:%221120b-56d6cc3901cad%22	https://www.tateconsulting.eu/wp-content/uploads/2018/05/GDPR-Privacy-Notice.pdf	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/uploads/2018/05/GDPR-Privacy-Notice.pdf	(from https://www.tateconsulting.eu/)
12:03:06	14440/14440	---M-Z	200	added ('OK')	application/javascript	etag:%223868-58ece89f6efde-gzip%22	https://www.tateconsulting.eu/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.3	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/plugins/contact-form-7/includes/js/scriptsbdeb.js	(from https://www.tateconsulting.eu/)
12:03:07	8499/8499	---M-Z	200	added ('OK')	application/javascript	etag:%222133-4fa6367dbb180-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/js/modernizr.custom.js?ver=2.6.2	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/js/modernizr.custom61da.js	(from https://www.tateconsulting.eu/)
12:03:08	8301/8301	---M-Z	200	added ('OK')	application/javascript	etag:%22206d-4fa6367dbb180-gzip%22	https://www.tateconsulting.eu/wp-content/themes/reload/js/jquery.easing.1.3.js?ver=1.3.0	C:/Users/jawiwy/Desktop/zamara/persclone/persberg/www.tateconsulting.eu/wp-content/themes/reload/js/jquery.easing.1.36f3e.js	(from https://www.tateconsulting.eu/)
